source_file,row_id,sido,sigungu,bjdong,bun,ji,address,main_use,reason
건축물\건축물대장_go12385_20260617220540.xlsx,135,경기도,성남시 수정구,신흥동,0123,0027,경기도 성남시 수정구 신흥동 0123-0027,단독주택,대체 조인키(시군구코드+본번+부번)에 대응하는 연속지적도 필지를 찾지 못함
건축물\건축물대장_go12385_20260617220540.xlsx,147,경기도,성남시 수정구,신흥동,0230,0010,경기도 성남시 수정구 신흥동 0230-0010,단독주택,대체 조인키(시군구코드+본번+부번)에 대응하는 연속지적도 필지를 찾지 못함
건축물\건축물대장_go12385_20260617220540.xlsx,373,경기도,성남시 수정구,신흥동,2621,0001,경기도 성남시 수정구 신흥동 2621-0001,단독주택,대체 조인키(시군구코드+본번+부번)에 대응하는 연속지적도 필지를 찾지 못함
건축물\건축물대장_go12385_20260617220540.xlsx,1249,경기도,성남시 수정구,신흥동,3509,0000,경기도 성남시 수정구 신흥동 3509-0000,단독주택,대체 조인키(시군구코드+본번+부번)에 대응하는 연속지적도 필지를 찾지 못함
건축물\건축물대장_go12385_20260617220540.xlsx,3825,경기도,성남시 수정구,신흥동,6569,0001,경기도 성남시 수정구 신흥동 6569-0001,미분류,대체 조인키(시군구코드+본번+부번)에 대응하는 연속지적도 필지를 찾지 못함
건축물\건축물대장_go12385_20260617220540.xlsx,5816,경기도,성남시 수정구,태평동,1776,0025,경기도 성남시 수정구 태평동 1776-0025,단독주택,대체 조인키(시군구코드+본번+부번)에 대응하는 연속지적도 필지를 찾지 못함
건축물\건축물대장_go12385_20260617220540.xlsx,6469,경기도,성남시 수정구,태평동,2627,0003,경기도 성남시 수정구 태평동 2627-0003,단독주택,대체 조인키(시군구코드+본번+부번)에 대응하는 연속지적도 필지를 찾지 못함
건축물\건축물대장_go12385_20260617220540.xlsx,6869,경기도,성남시 수정구,태평동,3041,0003,경기도 성남시 수정구 태평동 3041-0003,단독주택,대체 조인키(시군구코드+본번+부번)에 대응하는 연속지적도 필지를 찾지 못함
건축물\건축물대장_go12385_20260617220540.xlsx,7212,경기도,성남시 수정구,태평동,3307,0040,경기도 성남시 수정구 태평동 3307-0040,단독주택,대체 조인키(시군구코드+본번+부번)에 대응하는 연속지적도 필지를 찾지 못함
건축물\건축물대장_go12385_20260617220540.xlsx,8502,경기도,성남시 수정구,태평동,4302,0002,경기도 성남시 수정구 태평동 4302-0002,단독주택,대체 조인키(시군구코드+본번+부번)에 대응하는 연속지적도 필지를 찾지 못함
건축물\건축물대장_go12385_20260617220540.xlsx,8514,경기도,성남시 수정구,태평동,4308,0008,경기도 성남시 수정구 태평동 4308-0008,단독주택,대체 조인키(시군구코드+본번+부번)에 대응하는 연속지적도 필지를 찾지 못함
건축물\건축물대장_go12385_20260617220540.xlsx,10425,경기도,성남시 수정구,태평동,6417,0003,경기도 성남시 수정구 태평동 6417-0003,미분류,대체 조인키(시군구코드+본번+부번)에 대응하는 연속지적도 필지를 찾지 못함
건축물\건축물대장_go12385_20260617220540.xlsx,10426,경기도,성남시 수정구,태평동,6417,0009,경기도 성남시 수정구 태평동 6417-0009,단독주택,대체 조인키(시군구코드+본번+부번)에 대응하는 연속지적도 필지를 찾지 못함
건축물\건축물대장_go12385_20260617220540.xlsx,10446,경기도,성남시 수정구,태평동,6451,0001,경기도 성남시 수정구 태평동 6451-0001,단독주택,대체 조인키(시군구코드+본번+부번)에 대응하는 연속지적도 필지를 찾지 못함
건축물\건축물대장_go12385_20260617220540.xlsx,10864,경기도,성남시 수정구,태평동,6917,0000,경기도 성남시 수정구 태평동 6917-0000,단독주택,대체 조인키(시군구코드+본번+부번)에 대응하는 연속지적도 필지를 찾지 못함
건축물\건축물대장_go12385_20260617220540.xlsx,11134,경기도,성남시 수정구,태평동,7208,0000,경기도 성남시 수정구 태평동 7208-0000,단독주택,대체 조인키(시군구코드+본번+부번)에 대응하는 연속지적도 필지를 찾지 못함
건축물\건축물대장_go12385_20260617220540.xlsx,13735,경기도,성남시 수정구,수진동,2362,0000,경기도 성남시 수정구 수진동 2362-0000,단독주택,대체 조인키(시군구코드+본번+부번)에 대응하는 연속지적도 필지를 찾지 못함
건축물\건축물대장_go12385_20260617220540.xlsx,15704,경기도,성남시 수정구,수진동,4567,0032,경기도 성남시 수정구 수진동 4567-0032,단독주택,대체 조인키(시군구코드+본번+부번)에 대응하는 연속지적도 필지를 찾지 못함
건축물\건축물대장_go12385_20260617220540.xlsx,15705,경기도,성남시 수정구,수진동,4567,0033,경기도 성남시 수정구 수진동 4567-0033,단독주택,대체 조인키(시군구코드+본번+부번)에 대응하는 연속지적도 필지를 찾지 못함
건축물\건축물대장_go12385_20260617220540.xlsx,15967,경기도,성남시 수정구,단대동,0000,0000,경기도 성남시 수정구 단대동 0000-0000,단독주택,대체 조인키(시군구코드+본번+부번)에 대응하는 연속지적도 필지를 찾지 못함
건축물\건축물대장_go12385_20260617220540.xlsx,16729,경기도,성남시 수정구,단대동,4888,0002,경기도 성남시 수정구 단대동 4888-0002,노유자시설,대체 조인키(시군구코드+본번+부번)에 대응하는 연속지적도 필지를 찾지 못함
건축물\건축물대장_go12385_20260617220540.xlsx,16730,경기도,성남시 수정구,단대동,5190,0000,경기도 성남시 수정구 단대동 5190-0000,단독주택,대체 조인키(시군구코드+본번+부번)에 대응하는 연속지적도 필지를 찾지 못함
건축물\건축물대장_go12385_20260617220540.xlsx,17844,경기도,성남시 수정구,복정동,0000,0000,경기도 성남시 수정구 복정동 0000-0000,제2종근린생활시설,대체 조인키(시군구코드+본번+부번)에 대응하는 연속지적도 필지를 찾지 못함
건축물\건축물대장_go12385_20260617220540.xlsx,17845,경기도,성남시 수정구,복정동,0000,0000,경기도 성남시 수정구 복정동 0000-0000,관광휴게시설,대체 조인키(시군구코드+본번+부번)에 대응하는 연속지적도 필지를 찾지 못함
건축물\건축물대장_go12385_20260617220540.xlsx,17847,경기도,성남시 수정구,복정동,0032,0024,경기도 성남시 수정구 복정동 0032-0024,단독주택,대체 조인키(시군구코드+본번+부번)에 대응하는 연속지적도 필지를 찾지 못함
건축물\건축물대장_go12385_20260617220540.xlsx,18684,경기도,성남시 수정구,창곡동,0000,0000,경기도 성남시 수정구 창곡동 0000-0000,관광휴게시설,대체 조인키(시군구코드+본번+부번)에 대응하는 연속지적도 필지를 찾지 못함
건축물\건축물대장_go12385_20260617220540.xlsx,18685,경기도,성남시 수정구,창곡동,0000,0000,경기도 성남시 수정구 창곡동 0000-0000,관광휴게시설,대체 조인키(시군구코드+본번+부번)에 대응하는 연속지적도 필지를 찾지 못함
건축물\건축물대장_go12385_20260617220540.xlsx,18686,경기도,성남시 수정구,창곡동,0000,0000,경기도 성남시 수정구 창곡동 0000-0000,관광휴게시설,대체 조인키(시군구코드+본번+부번)에 대응하는 연속지적도 필지를 찾지 못함
건축물\건축물대장_go12385_20260617220540.xlsx,18699,경기도,성남시 수정구,창곡동,0406,0004,경기도 성남시 수정구 창곡동 0406-0004,단독주택,대체 조인키(시군구코드+본번+부번)에 대응하는 연속지적도 필지를 찾지 못함
건축물\건축물대장_go12385_20260617220540.xlsx,18702,경기도,성남시 수정구,창곡동,0499,0033,경기도 성남시 수정구 창곡동 0499-0033,제1종근린생활시설,대체 조인키(시군구코드+본번+부번)에 대응하는 연속지적도 필지를 찾지 못함
건축물\건축물대장_go12385_20260617220540.xlsx,18703,경기도,성남시 수정구,창곡동,0499,0036,경기도 성남시 수정구 창곡동 0499-0036,제2종근린생활시설,대체 조인키(시군구코드+본번+부번)에 대응하는 연속지적도 필지를 찾지 못함
건축물\건축물대장_go12385_20260617220540.xlsx,18705,경기도,성남시 수정구,창곡동,0499,0199,경기도 성남시 수정구 창곡동 0499-0199,단독주택,대체 조인키(시군구코드+본번+부번)에 대응하는 연속지적도 필지를 찾지 못함
건축물\건축물대장_go12385_20260617220540.xlsx,21369,경기도,성남시 수정구,금토동,0000,0000,경기도 성남시 수정구 금토동 0000-0000,업무시설,대체 조인키(시군구코드+본번+부번)에 대응하는 연속지적도 필지를 찾지 못함
건축물\건축물대장_go12385_20260617220540.xlsx,21371,경기도,성남시 수정구,금토동,0000,0000,경기도 성남시 수정구 금토동 0000-0000,업무시설,대체 조인키(시군구코드+본번+부번)에 대응하는 연속지적도 필지를 찾지 못함
건축물\건축물대장_go12385_20260617220540.xlsx,21373,경기도,성남시 수정구,금토동,0000,0000,경기도 성남시 수정구 금토동 0000-0000,업무시설,대체 조인키(시군구코드+본번+부번)에 대응하는 연속지적도 필지를 찾지 못함
건축물\건축물대장_go12385_20260617220540.xlsx,21374,경기도,성남시 수정구,금토동,0000,0000,경기도 성남시 수정구 금토동 0000-0000,업무시설,대체 조인키(시군구코드+본번+부번)에 대응하는 연속지적도 필지를 찾지 못함
건축물\건축물대장_go12385_20260617220540.xlsx,21375,경기도,성남시 수정구,금토동,0000,0000,경기도 성남시 수정구 금토동 0000-0000,단독주택,대체 조인키(시군구코드+본번+부번)에 대응하는 연속지적도 필지를 찾지 못함
건축물\건축물대장_go12385_20260617220540.xlsx,21376,경기도,성남시 수정구,금토동,0000,0000,경기도 성남시 수정구 금토동 0000-0000,업무시설,대체 조인키(시군구코드+본번+부번)에 대응하는 연속지적도 필지를 찾지 못함
건축물\건축물대장_go12385_20260617220540.xlsx,21377,경기도,성남시 수정구,금토동,0000,0000,경기도 성남시 수정구 금토동 0000-0000,공장,대체 조인키(시군구코드+본번+부번)에 대응하는 연속지적도 필지를 찾지 못함
건축물\건축물대장_go12385_20260617220540.xlsx,21378,경기도,성남시 수정구,금토동,0000,0000,경기도 성남시 수정구 금토동 0000-0000,업무시설,대체 조인키(시군구코드+본번+부번)에 대응하는 연속지적도 필지를 찾지 못함
건축물\건축물대장_go12385_20260617220540.xlsx,21379,경기도,성남시 수정구,금토동,0000,0000,경기도 성남시 수정구 금토동 0000-0000,업무시설,대체 조인키(시군구코드+본번+부번)에 대응하는 연속지적도 필지를 찾지 못함
건축물\건축물대장_go12385_20260617220540.xlsx,21380,경기도,성남시 수정구,금토동,0000,0000,경기도 성남시 수정구 금토동 0000-0000,업무시설,대체 조인키(시군구코드+본번+부번)에 대응하는 연속지적도 필지를 찾지 못함
건축물\건축물대장_go12385_20260617220540.xlsx,21381,경기도,성남시 수정구,금토동,0000,0000,경기도 성남시 수정구 금토동 0000-0000,단독주택,대체 조인키(시군구코드+본번+부번)에 대응하는 연속지적도 필지를 찾지 못함
건축물\건축물대장_go12385_20260617220540.xlsx,21382,경기도,성남시 수정구,금토동,0000,0000,경기도 성남시 수정구 금토동 0000-0000,교육연구시설,대체 조인키(시군구코드+본번+부번)에 대응하는 연속지적도 필지를 찾지 못함
건축물\건축물대장_go12385_20260617220540.xlsx,21383,경기도,성남시 수정구,금토동,0000,0000,경기도 성남시 수정구 금토동 0000-0000,업무시설,대체 조인키(시군구코드+본번+부번)에 대응하는 연속지적도 필지를 찾지 못함
건축물\건축물대장_go12385_20260617220540.xlsx,21384,경기도,성남시 수정구,금토동,0000,0000,경기도 성남시 수정구 금토동 0000-0000,교육연구시설,대체 조인키(시군구코드+본번+부번)에 대응하는 연속지적도 필지를 찾지 못함
건축물\건축물대장_go12385_20260617220540.xlsx,21385,경기도,성남시 수정구,금토동,0000,0000,경기도 성남시 수정구 금토동 0000-0000,업무시설,대체 조인키(시군구코드+본번+부번)에 대응하는 연속지적도 필지를 찾지 못함
건축물\건축물대장_go12385_20260617220540.xlsx,21561,경기도,성남시 수정구,금토동,0427,0009,경기도 성남시 수정구 금토동 0427-0009,제1종근린생활시설,대체 조인키(시군구코드+본번+부번)에 대응하는 연속지적도 필지를 찾지 못함
건축물\건축물대장_go12385_20260617220540.xlsx,21905,경기도,하남시,천현동,0041,0012,경기도 하남시 천현동 0041-0012,동물및식물관련시설,대체 조인키(시군구코드+본번+부번)에 대응하는 연속지적도 필지를 찾지 못함
건축물\건축물대장_go12385_20260617220540.xlsx,23430,경기도,하남시,창우동,0000,0000,경기도 하남시 창우동 0000-0000,단독주택,대체 조인키(시군구코드+본번+부번)에 대응하는 연속지적도 필지를 찾지 못함
건축물\건축물대장_go12385_20260617220540.xlsx,23433,경기도,하남시,창우동,0001,0035,경기도 하남시 창우동 0001-0035,제1종근린생활시설,대체 조인키(시군구코드+본번+부번)에 대응하는 연속지적도 필지를 찾지 못함
건축물\건축물대장_go12385_20260617220540.xlsx,23434,경기도,하남시,창우동,0001,0036,경기도 하남시 창우동 0001-0036,단독주택,대체 조인키(시군구코드+본번+부번)에 대응하는 연속지적도 필지를 찾지 못함
건축물\건축물대장_go12385_20260617220540.xlsx,24442,경기도,하남시,상산곡동,0497,0014,경기도 하남시 상산곡동 0497-0014,제1종근린생활시설,대체 조인키(시군구코드+본번+부번)에 대응하는 연속지적도 필지를 찾지 못함
건축물\건축물대장_go12385_20260617220540.xlsx,24640,경기도,하남시,신장동,0081,0025,경기도 하남시 신장동 0081-0025,단독주택,대체 조인키(시군구코드+본번+부번)에 대응하는 연속지적도 필지를 찾지 못함
건축물\건축물대장_go12385_20260617220540.xlsx,24722,경기도,하남시,신장동,0107,0026,경기도 하남시 신장동 0107-0026,제2종근린생활시설,대체 조인키(시군구코드+본번+부번)에 대응하는 연속지적도 필지를 찾지 못함
건축물\건축물대장_go12385_20260617220540.xlsx,24866,경기도,하남시,신장동,0303,0061,경기도 하남시 신장동 0303-0061,제2종근린생활시설,대체 조인키(시군구코드+본번+부번)에 대응하는 연속지적도 필지를 찾지 못함
건축물\건축물대장_go12385_20260617220540.xlsx,25130,경기도,하남시,신장동,0427,0036,경기도 하남시 신장동 0427-0036,단독주택,대체 조인키(시군구코드+본번+부번)에 대응하는 연속지적도 필지를 찾지 못함
건축물\건축물대장_go12385_20260617220540.xlsx,25131,경기도,하남시,신장동,0427,0037,경기도 하남시 신장동 0427-0037,단독주택,대체 조인키(시군구코드+본번+부번)에 대응하는 연속지적도 필지를 찾지 못함
건축물\건축물대장_go12385_20260617220540.xlsx,25159,경기도,하남시,신장동,0427,0091,경기도 하남시 신장동 0427-0091,창고시설,대체 조인키(시군구코드+본번+부번)에 대응하는 연속지적도 필지를 찾지 못함
건축물\건축물대장_go12385_20260617220540.xlsx,25930,경기도,하남시,신장동,0455,0048,경기도 하남시 신장동 0455-0048,단독주택,대체 조인키(시군구코드+본번+부번)에 대응하는 연속지적도 필지를 찾지 못함
건축물\건축물대장_go12385_20260617220540.xlsx,26383,경기도,하남시,덕풍동,0023,0029,경기도 하남시 덕풍동 0023-0029,제1종근린생활시설,대체 조인키(시군구코드+본번+부번)에 대응하는 연속지적도 필지를 찾지 못함
건축물\건축물대장_go12385_20260617220540.xlsx,26445,경기도,하남시,덕풍동,0172,0047,경기도 하남시 덕풍동 0172-0047,단독주택,대체 조인키(시군구코드+본번+부번)에 대응하는 연속지적도 필지를 찾지 못함
건축물\건축물대장_go12385_20260617220540.xlsx,26803,경기도,하남시,덕풍동,0332,0035,경기도 하남시 덕풍동 0332-0035,단독주택,대체 조인키(시군구코드+본번+부번)에 대응하는 연속지적도 필지를 찾지 못함
건축물\건축물대장_go12385_20260617220540.xlsx,27387,경기도,하남시,덕풍동,0366,0098,경기도 하남시 덕풍동 0366-0098,단독주택,대체 조인키(시군구코드+본번+부번)에 대응하는 연속지적도 필지를 찾지 못함
건축물\건축물대장_go12385_20260617220540.xlsx,27801,경기도,하남시,덕풍동,0381,0088,경기도 하남시 덕풍동 0381-0088,단독주택,대체 조인키(시군구코드+본번+부번)에 대응하는 연속지적도 필지를 찾지 못함
건축물\건축물대장_go12385_20260617220540.xlsx,28489,경기도,하남시,덕풍동,0435,0203,경기도 하남시 덕풍동 0435-0203,자동차관련시설,대체 조인키(시군구코드+본번+부번)에 대응하는 연속지적도 필지를 찾지 못함
건축물\건축물대장_go12385_20260617220540.xlsx,28491,경기도,하남시,덕풍동,0435,0208,경기도 하남시 덕풍동 0435-0208,자동차관련시설,대체 조인키(시군구코드+본번+부번)에 대응하는 연속지적도 필지를 찾지 못함
건축물\건축물대장_go12385_20260617220540.xlsx,28492,경기도,하남시,덕풍동,0435,0219,경기도 하남시 덕풍동 0435-0219,제1종근린생활시설,대체 조인키(시군구코드+본번+부번)에 대응하는 연속지적도 필지를 찾지 못함
건축물\건축물대장_go12385_20260617220540.xlsx,28725,경기도,하남시,덕풍동,0508,0005,경기도 하남시 덕풍동 0508-0005,제2종근린생활시설,대체 조인키(시군구코드+본번+부번)에 대응하는 연속지적도 필지를 찾지 못함
건축물\건축물대장_go12385_20260617220540.xlsx,29838,경기도,하남시,망월동,0000,0000,경기도 하남시 망월동 0000-0000,제1종근린생활시설,대체 조인키(시군구코드+본번+부번)에 대응하는 연속지적도 필지를 찾지 못함
건축물\건축물대장_go12385_20260617220540.xlsx,29839,경기도,하남시,망월동,0000,0000,경기도 하남시 망월동 0000-0000,제1종근린생활시설,대체 조인키(시군구코드+본번+부번)에 대응하는 연속지적도 필지를 찾지 못함
건축물\건축물대장_go12385_20260617220540.xlsx,30912,경기도,하남시,풍산동,0000,0000,경기도 하남시 풍산동 0000-0000,관광휴게시설,대체 조인키(시군구코드+본번+부번)에 대응하는 연속지적도 필지를 찾지 못함
건축물\건축물대장_go12385_20260617220540.xlsx,32158,경기도,하남시,감북동,0025,0037,경기도 하남시 감북동 0025-0037,동물및식물관련시설,대체 조인키(시군구코드+본번+부번)에 대응하는 연속지적도 필지를 찾지 못함
건축물\건축물대장_go12385_20260617220540.xlsx,32814,경기도,하남시,감북동,0366,0067,경기도 하남시 감북동 0366-0067,단독주택,대체 조인키(시군구코드+본번+부번)에 대응하는 연속지적도 필지를 찾지 못함
건축물\건축물대장_go12385_20260617220540.xlsx,33144,경기도,하남시,감일동,0000,0000,경기도 하남시 감일동 0000-0000,단독주택,대체 조인키(시군구코드+본번+부번)에 대응하는 연속지적도 필지를 찾지 못함
건축물\건축물대장_go12385_20260617220540.xlsx,33145,경기도,하남시,감일동,0000,0000,경기도 하남시 감일동 0000-0000,단독주택,대체 조인키(시군구코드+본번+부번)에 대응하는 연속지적도 필지를 찾지 못함
건축물\건축물대장_go12385_20260617220540.xlsx,33146,경기도,하남시,감일동,0000,0000,경기도 하남시 감일동 0000-0000,단독주택,대체 조인키(시군구코드+본번+부번)에 대응하는 연속지적도 필지를 찾지 못함
건축물\건축물대장_go12385_20260617220540.xlsx,33147,경기도,하남시,감일동,0000,0000,경기도 하남시 감일동 0000-0000,단독주택,대체 조인키(시군구코드+본번+부번)에 대응하는 연속지적도 필지를 찾지 못함
건축물\건축물대장_go12385_20260617220540.xlsx,33148,경기도,하남시,감일동,0000,0000,경기도 하남시 감일동 0000-0000,단독주택,대체 조인키(시군구코드+본번+부번)에 대응하는 연속지적도 필지를 찾지 못함
건축물\건축물대장_go12385_20260617220540.xlsx,33149,경기도,하남시,감일동,0000,0000,경기도 하남시 감일동 0000-0000,단독주택,대체 조인키(시군구코드+본번+부번)에 대응하는 연속지적도 필지를 찾지 못함
